,Rk,Wk,Date,Time,Day,Winner,Pts,,Loser,Pts,Notes
672,672,13,11/16/19,,Sat,(17) Cincinnati,20,@,South Florida,17,Raymond James Stadium - Tampa Florida
673,673,13,11/16/19,,Sat,(3) Clemson,52,,Wake Forest,3,Clemson Memorial Stadium - Clemson South Carolina
674,674,13,11/16/19,,Sat,(11) Florida,23,@,Missouri,6,Memorial Stadium/Faurot Field - Columbia Missouri
675,675,13,11/16/19,,Sat,Florida State,49,,Alabama State,12,Doak Campbell Stadium - Tallahassee Florida
676,676,13,11/16/19,,Sat,(5) Georgia,21,@,(13) Auburn,14,Jordan-Hare Stadium - Auburn Alabama
677,677,13,11/16/19,,Sat,Georgia Southern,51,,Louisiana-Monroe,29,Allen E. Paulson Stadium - Statesboro Georgia
678,678,13,11/16/19,,Sat,Hawaii,21,@,Nevada-Las Vegas,7,Sam Boyd Stadium - Las Vegas Nevada
679,679,13,11/16/19,,Sat,(23) Iowa,23,,(7) Minnesota,19,Kinnick Stadium - Iowa City Iowa
680,680,13,11/16/19,,Sat,Iowa State,23,,(22) Texas,21,Jack Trice Stadium - Ames Iowa
681,681,13,11/16/19,,Sat,Kentucky,38,@,Vanderbilt,14,Vanderbilt Stadium - Nashville Tennessee
682,682,13,11/16/19,,Sat,Louisiana,37,@,South Alabama,27,Ladd-Peebles Stadium - Mobile Alabama
683,683,13,11/16/19,,Sat,(1) Louisiana State,58,@,Mississippi,37,Vaught-Hemingway Stadium - Oxford Mississippi
684,684,13,11/16/19,,Sat,Louisville,34,@,North Carolina State,20,Carter-Finley Stadium - Raleigh North Carolina
685,685,13,11/16/19,,Sat,(18) Memphis,45,@,Houston,27,TDECU Stadium - Houston Texas
686,686,13,11/16/19,,Sat,(14) Michigan,44,,Michigan State,10,Michigan Stadium - Ann Arbor Michigan
687,687,13,11/16/19,,Sat,New Mexico State,41,,Incarnate Word,28,Aggie Memorial Stadium - Las Cruces New Mexico
688,688,13,11/16/19,,Sat,Northwestern,45,,Massachusetts,6,Ryan Field - Evanston Illinois
689,689,13,11/16/19,,Sat,(16) Notre Dame,52,,(21) Navy,20,Notre Dame Stadium - South Bend Indiana
690,690,13,11/16/19,,Sat,(2) Ohio State,56,@,Rutgers,21,SHI Stadium - Piscataway New Jersey
691,691,13,11/16/19,,Sat,(10) Oklahoma,34,@,(12) Baylor,31,McLane Stadium - Waco Texas
692,692,13,11/16/19,,Sat,(25) Oklahoma State,31,,Kansas,13,Boone Pickens Stadium - Stillwater Oklahoma
693,693,13,11/16/19,,Sat,(6) Oregon,34,,Arizona,6,Autzen Stadium - Eugene Oregon
694,694,13,11/16/19,,Sat,Oregon State,35,,Arizona State,34,Reser Stadium - Corvallis Oregon
695,695,13,11/16/19,,Sat,(9) Penn State,34,,(24) Indiana,27,Beaver Stadium - University Park Pennsylvania
696,696,13,11/16/19,,Sat,Rice,31,@,Middle Tennessee State,28,"Johnny ""Red"" Floyd Stadium - Murfreesboro Tennessee"
697,697,13,11/16/19,,Sat,Southern California,41,@,California,17,California Memorial Stadium - Berkeley California
698,698,13,11/16/19,,Sat,Southern Mississippi,36,@,Texas-San Antonio,17,Alamodome - San Antonio Texas
699,699,13,11/16/19,,Sat,Syracuse,49,@,Duke,6,Wallace Wade Stadium - Durham North Carolina
700,700,13,11/16/19,,Sat,Temple,29,,Tulane,21,Lincoln Financial Field - Philadelphia Pennsylvania
701,701,13,11/16/19,,Sat,Texas A&M,30,,South Carolina,6,Kyle Field - College Station Texas
702,702,13,11/16/19,,Sat,Texas Christian,33,@,Texas Tech,31,Jones AT&T Stadium - Lubbock Texas
703,703,13,11/16/19,,Sat,Troy,63,@,Texas State,27,Bobcat Stadium - San Marcos Texas
704,704,13,11/16/19,,Sat,(8) Utah,49,,UCLA,3,Rice-Eccles Stadium - Salt Lake City Utah
705,705,13,11/16/19,,Sat,Utah State,26,,Wyoming,21,Merlin Olsen Field at Maverik Stadium - Logan Utah
706,706,13,11/16/19,,Sat,Virginia Tech,45,@,Georgia Tech,0,Bobby Dodd Stadium - Atlanta Georgia
707,707,13,11/16/19,,Sat,Washington State,49,,Stanford,22,Martin Stadium - Pullman Washington
708,708,13,11/16/19,,Sat,West Virginia,24,@,Kansas State,20,Bill Snyder Family Stadium - Manhattan Kansas
709,709,13,11/16/19,,Sat,(15) Wisconsin,37,@,Nebraska,21,Memorial Stadium - Lincoln Nebraska
710,710,14,11/19/19,,Tue,Eastern Michigan,45,@,Northern Illinois,17,Huskie Stadium - DeKalb Illinois
711,711,14,11/19/19,,Tue,Ohio,66,@,Bowling Green State,24,Doyt Perry Stadium - Bowling Green Ohio
712,712,14,11/20/19,,Wed,Buffalo,49,,Toledo,30,UB Stadium - Buffalo New York
713,713,14,11/20/19,,Wed,Miami (OH),20,,Akron,17,Fred Yager Stadium - Oxford Ohio
714,714,14,11/21/19,,Thu,Georgia Tech,28,,North Carolina State,26,Bobby Dodd Stadium - Atlanta Georgia
715,715,14,11/22/19,,Fri,Wyoming,17,,Colorado State,7,Jonah Field War Memorial Stadium - Laramie Wyoming
716,716,14,11/23/19,,Sat,Air Force,44,@,New Mexico,22,Dreamstyle Stadium - Albuquerque New Mexico
717,717,14,11/23/19,,Sat,(5) Alabama,66,,Western Carolina,3,Bryant-Denny Stadium - Tuscaloosa Alabama
718,718,14,11/23/19,,Sat,Alabama-Birmingham,20,,Louisiana Tech,14,Legion Field - Birmingham Alabama
719,719,14,11/23/19,,Sat,(23) Appalachian State,35,,Texas State,13,Kidd Brewer Stadium - Boone North Carolina
720,720,14,11/23/19,,Sat,Arizona State,31,,(6) Oregon,28,Sun Devil Stadium - Tempe Arizona
721,721,14,11/23/19,,Sat,Arkansas State,38,,Georgia Southern,33,Centennial Bank Stadium - Jonesboro Arkansas
722,722,14,11/23/19,,Sat,(16) Auburn,52,,Samford,0,Jordan-Hare Stadium - Auburn Alabama
723,723,14,11/23/19,,Sat,(13) Baylor,24,,Texas,10,McLane Stadium - Waco Texas
724,724,14,11/23/19,,Sat,(20) Boise State,56,@,Utah State,21,Merlin Olsen Field at Maverik Stadium - Logan Utah
725,725,14,11/23/19,,Sat,Brigham Young,56,@,Massachusetts,24,Warren McGuirk Alumni Stadium - Amherst Massachusetts
726,726,14,11/23/19,,Sat,California,24,@,Stanford,20,Stanford Stadium - Stanford California
727,727,14,11/23/19,,Sat,Central Florida,34,@,Tulane,31,Yulman Stadium - New Orleans Louisiana
728,728,14,11/23/19,,Sat,Charlotte,24,,Marshall,13,Jerry Richardson Stadium - Charlotte North Carolina
729,729,14,11/23/19,,Sat,(17) Cincinnati,15,,Temple,13,Nippert Stadium - Cincinnati Ohio
730,730,14,11/23/19,,Sat,Colorado,20,,Washington,14,Folsom Field - Boulder Colorado
731,731,14,11/23/19,,Sat,East Carolina,31,@,Connecticut,24,Pratt & Whitney Stadium at Rentschler Field - East Hartford Connecticut
732,732,14,11/23/19,,Sat,Florida Atlantic,40,@,Texas-San Antonio,26,Alamodome - San Antonio Texas
733,733,14,11/23/19,,Sat,Florida International,30,,Miami (FL),24,Riccardo Silva Stadium - Miami Florida
734,734,14,11/23/19,,Sat,(4) Georgia,19,,(24) Texas A&M,13,Sanford Stadium - Athens Georgia
735,735,14,11/23/19,,Sat,Georgia State,28,,South Alabama,15,Georgia State Stadium - Atlanta Georgia
736,736,14,11/23/19,,Sat,Hawaii,14,,San Diego State,11,Aloha Stadium - Honolulu Hawaii
737,737,14,11/23/19,,Sat,Houston,24,@,Tulsa,14,Skelly Field at H.A. Chapman Stadium - Tulsa Oklahoma
738,738,14,11/23/19,,Sat,(19) Iowa,19,,Illinois,10,Kinnick Stadium - Iowa City Iowa
739,739,14,11/23/19,,Sat,Iowa State,41,,Kansas,31,Jack Trice Stadium - Ames Iowa
740,740,14,11/23/19,,Sat,Kansas State,30,@,Texas Tech,27,Jones AT&T Stadium - Lubbock Texas
741,741,14,11/23/19,,Sat,Kent State,41,,Ball State,38,Dix Stadium - Kent Ohio
742,742,14,11/23/19,,Sat,Kentucky,50,,Tennessee-Martin,7,Kroger Field - Lexington Kentucky
743,743,14,11/23/19,,Sat,Louisiana,53,,Troy,3,Cajun Field - Lafayette Louisiana
744,744,14,11/23/19,,Sat,(1) Louisiana State,56,,Arkansas,20,Tiger Stadium - Baton Rouge Louisiana
745,745,14,11/23/19,,Sat,Louisiana-Monroe,45,,Coastal Carolina,42,Malone Stadium - Monroe Louisiana
746,746,14,11/23/19,,Sat,Louisville,56,,Syracuse,34,Cardinal Stadium - Louisville Kentucky
747,747,14,11/23/19,,Sat,(18) Memphis,49,@,South Florida,10,Raymond James Stadium - Tampa Florida
748,748,14,11/23/19,,Sat,(12) Michigan,39,@,Indiana,14,"Memorial Stadium ""The Rock"" - Bloomington Indiana"
749,749,14,11/23/19,,Sat,Michigan State,27,@,Rutgers,0,SHI Stadium - Piscataway New Jersey
750,750,14,11/23/19,,Sat,Middle Tennessee State,38,,Old Dominion,17,"Johnny ""Red"" Floyd Stadium - Murfreesboro Tennessee"
751,751,14,11/23/19,,Sat,(11) Minnesota,38,@,Northwestern,22,Ryan Field - Evanston Illinois
752,752,14,11/23/19,,Sat,Mississippi State,45,,Abilene Christian,7,Davis Wade Stadium - Starkville Mississippi
753,753,14,11/23/19,,Sat,Navy,35,,(21) Southern Methodist,28,Navy-Marine Corps Memorial Stadium - Annapolis Maryland
754,754,14,11/23/19,,Sat,Nebraska,54,@,Maryland,7,Capital One Field at Maryland Stadium - College Park Maryland
755,755,14,11/23/19,,Sat,Nevada,35,@,Fresno State,28,Bulldog Stadium - Fresno California
756,756,14,11/23/19,,Sat,Nevada-Las Vegas,38,,San Jose State,35,Sam Boyd Stadium - Las Vegas Nevada
757,757,14,11/23/19,,Sat,New Mexico State,44,,Texas-El Paso,35,Aggie Memorial Stadium - Las Cruces New Mexico
758,758,14,11/23/19,,Sat,North Carolina,56,,Mercer,7,Kenan Memorial Stadium - Chapel Hill North Carolina
759,759,14,11/23/19,,Sat,(15) Notre Dame,40,,Boston College,7,Notre Dame Stadium - South Bend Indiana
760,760,14,11/23/19,,Sat,(2) Ohio State,28,,(9) Penn State,17,Ohio Stadium - Columbus Ohio
761,761,14,11/23/19,,Sat,(8) Oklahoma,28,,Texas Christian,24,Gaylord Family - Oklahoma Memorial Stadium - Norman Oklahoma
762,762,14,11/23/19,,Sat,(22) Oklahoma State,20,@,West Virginia,13,Mountaineer Field at Milan Puskar Stadium - Morgantown West Virginia
763,763,14,11/23/19,,Sat,Rice,20,,North Texas,14,Rice Stadium - Houston Texas
764,764,14,11/23/19,,Sat,Southern California,52,,UCLA,35,Los Angeles Memorial Coliseum - Los Angeles California
765,765,14,11/23/19,,Sat,Tennessee,24,@,Missouri,20,Memorial Stadium/Faurot Field - Columbia Missouri
766,766,14,11/23/19,,Sat,(7) Utah,35,@,Arizona,7,Arizona Stadium - Tucson Arizona
767,767,14,11/23/19,,Sat,Vanderbilt,38,,East Tennessee State,0,Vanderbilt Stadium - Nashville Tennessee
768,768,14,11/23/19,,Sat,Virginia,55,,Liberty,27,Scott Stadium - Charlottesville Virginia
769,769,14,11/23/19,,Sat,(25) Virginia Tech,28,,Pittsburgh,0,Lane Stadium - Blacksburg Virginia
770,770,14,11/23/19,,Sat,Wake Forest,39,,Duke,27,BB&T Field - Winston-Salem North Carolina
771,771,14,11/23/19,,Sat,Washington State,54,,Oregon State,53,Martin Stadium - Pullman Washington
772,772,14,11/23/19,,Sat,Western Kentucky,28,@,Southern Mississippi,10,M. M. Roberts Stadium - Hattiesburg Mississippi
773,773,14,11/23/19,,Sat,(14) Wisconsin,45,,Purdue,24,Camp Randall Stadium - Madison Wisconsin
774,774,15,11/26/19,,Tue,Northern Illinois,17,,Western Michigan,14,Huskie Stadium - DeKalb Illinois
775,775,15,11/26/19,,Tue,Ohio,52,@,Akron,3,InfoCision Stadium - Akron Ohio
776,776,15,11/28/19,,Thu,Mississippi State,21,,Mississippi,20,Davis Wade Stadium - Starkville Mississippi
777,777,15,11/29/19,,Fri,(22) Appalachian State,48,@,Troy,13,Veterans Memorial Stadium - Troy Alabama
778,778,15,11/29/19,,Fri,Ball State,41,,Miami (OH),27,Scheumann Stadium - Muncie Indiana
779,779,15,11/29/19,,Fri,(20) Boise State,31,@,Colorado State,24,Sonny Lubrick Field at Canvas Stadium - Fort Collins Colorado
780,780,15,11/29/19,,Fri,Buffalo,49,,Bowling Green State,7,UB Stadium - Buffalo New York
781,781,15,11/29/19,,Fri,Central Florida,34,,South Florida,7,Spectrum Stadium - Orlando Florida
782,782,15,11/29/19,,Fri,Central Michigan,49,,Toledo,7,Kelly/Shorts Stadium - Mount Pleasant Michigan
783,783,15,11/29/19,,Fri,(19) Iowa,27,@,Nebraska,24,Memorial Stadium - Lincoln Nebraska
784,784,15,11/29/19,,Fri,Kent State,34,@,Eastern Michigan,26,Rynearson Stadium - Ypsilanti Michigan
785,785,15,11/29/19,,Fri,(17) Memphis,34,,(18) Cincinnati,24,Liberty Bowl Memorial Stadium - Memphis Tennessee
786,786,15,11/29/19,,Fri,Missouri,24,@,Arkansas,14,War Memorial Stadium - Little Rock Arkansas
787,787,15,11/29/19,,Fri,South Alabama,34,,Arkansas State,30,Ladd-Peebles Stadium - Mobile Alabama
788,788,15,11/29/19,,Fri,Texas,49,,Texas Tech,24,Darrell K Royal-Texas Memorial Stadium - Austin Texas
789,789,15,11/29/19,,Fri,Virginia,39,,(23) Virginia Tech,30,Scott Stadium - Charlottesville Virginia
790,790,15,11/29/19,,Fri,Washington,31,,Washington State,13,Husky Stadium - Seattle Washington
791,791,15,11/29/19,,Fri,West Virginia,20,@,Texas Christian,17,Amon G. Carter Stadium - Fort Worth Texas
792,792,15,11/30/19,,Sat,Air Force,20,,Wyoming,6,Falcon Stadium - Colorado Springs Colorado
793,793,15,11/30/19,,Sat,Alabama-Birmingham,26,@,North Texas,21,Apogee Stadium - Denton Texas
794,794,15,11/30/19,,Sat,Arizona State,24,,Arizona,14,Sun Devil Stadium - Tempe Arizona
795,795,15,11/30/19,,Sat,(16) Auburn,48,,(5) Alabama,45,Jordan-Hare Stadium - Auburn Alabama
796,796,15,11/30/19,,Sat,(11) Baylor,61,@,Kansas,6,David Booth Kansas Memorial Stadium - Lawrence Kansas
797,797,15,11/30/19,,Sat,Boston College,26,@,Pittsburgh,19,Heinz Field - Pittsburgh Pennsylvania
798,798,15,11/30/19,,Sat,California,28,@,UCLA,18,Rose Bowl - Pasadena California
799,799,15,11/30/19,,Sat,Charlotte,38,@,Old Dominion,22,Foreman Field at S.B. Ballard Stadium - Norfolk Virginia
800,800,15,11/30/19,,Sat,(3) Clemson,38,@,South Carolina,3,Williams-Brice Stadium - Columbia South Carolina
801,801,15,11/30/19,,Sat,Coastal Carolina,24,,Texas State,21,Brooks Stadium - Conway South Carolina
802,802,15,11/30/19,,Sat,Duke,27,,Miami (FL),17,Wallace Wade Stadium - Durham North Carolina
803,803,15,11/30/19,,Sat,(8) Florida,40,,Florida State,17,Ben Hill Griffin Stadium - Gainesville Florida
804,804,15,11/30/19,,Sat,Florida Atlantic,34,,Southern Mississippi,17,FAU Football Stadium - Boca Raton Florida
805,805,15,11/30/19,,Sat,(4) Georgia,52,@,Georgia Tech,7,Bobby Dodd Stadium - Atlanta Georgia
806,806,15,11/30/19,,Sat,Georgia Southern,38,,Georgia State,10,Allen E. Paulson Stadium - Statesboro Georgia
807,807,15,11/30/19,,Sat,Hawaii,52,,Army,31,Aloha Stadium - Honolulu Hawaii
808,808,15,11/30/19,,Sat,Indiana,44,@,Purdue,41,Ross-Ade Stadium - West Lafayette Indiana
809,809,15,11/30/19,,Sat,Kansas State,27,,Iowa State,17,Bill Snyder Family Stadium - Manhattan Kansas
810,810,15,11/30/19,,Sat,Kentucky,45,,Louisville,13,Kroger Field - Lexington Kentucky
811,811,15,11/30/19,,Sat,Liberty,49,,New Mexico State,28,Williams Stadium - Lynchburg Virginia
812,812,15,11/30/19,,Sat,Louisiana,31,,Louisiana-Monroe,30,Cajun Field - Lafayette Louisiana
813,813,15,11/30/19,,Sat,(1) Louisiana State,50,,Texas A&M,7,Tiger Stadium - Baton Rouge Louisiana
814,814,15,11/30/19,,Sat,Louisiana Tech,41,,Texas-San Antonio,27,Joe Aillet Stadium - Ruston Louisiana
815,815,15,11/30/19,,Sat,Marshall,30,,Florida International,27,Joan C. Edwards Stadium - Huntington West Virginia
816,816,15,11/30/19,,Sat,Michigan State,19,,Maryland,16,Spartan Stadium - East Lansing Michigan
817,817,15,11/30/19,,Sat,(24) Navy,56,@,Houston,41,TDECU Stadium - Houston Texas
818,818,15,11/30/19,,Sat,Nevada-Las Vegas,33,@,Nevada,30,MacKay Stadium - Reno Nevada
819,819,15,11/30/19,,Sat,North Carolina,41,@,North Carolina State,10,Carter-Finley Stadium - Raleigh North Carolina
820,820,15,11/30/19,,Sat,Northwestern,29,@,Illinois,10,Memorial Stadium - Champaign Illinois
821,821,15,11/30/19,,Sat,(15) Notre Dame,45,@,Stanford,24,Stanford Stadium - Stanford California
822,822,15,11/30/19,,Sat,(2) Ohio State,56,@,(10) Michigan,27,Michigan Stadium - Ann Arbor Michigan
823,823,15,11/30/19,,Sat,(7) Oklahoma,34,@,(21) Oklahoma State,16,Boone Pickens Stadium - Stillwater Oklahoma
824,824,15,11/30/19,,Sat,(14) Oregon,24,,Oregon State,10,Autzen Stadium - Eugene Oregon
825,825,15,11/30/19,,Sat,(12) Penn State,27,,Rutgers,6,Beaver Stadium - University Park Pennsylvania
826,826,15,11/30/19,,Sat,Rice,30,@,Texas-El Paso,16,Sun Bowl - El Paso Texas
827,827,15,11/30/19,,Sat,San Diego State,13,,Brigham Young,3,SDCCU Stadium - San Diego California
828,828,15,11/30/19,,Sat,San Jose State,17,,Fresno State,16,CEFCU Stadium - San Jose California
829,829,15,11/30/19,,Sat,Southern Methodist,37,,Tulane,20,Gerald J. Ford Stadium - Dallas Texas
830,830,15,11/30/19,,Sat,Syracuse,39,,Wake Forest,30,Carrier Dome - Syracuse New York
831,831,15,11/30/19,,Sat,Temple,49,,Connecticut,17,Lincoln Financial Field - Philadelphia Pennsylvania
832,832,15,11/30/19,,Sat,Tennessee,28,,Vanderbilt,10,Neyland Stadium - Knoxville Tennessee
833,833,15,11/30/19,,Sat,Tulsa,49,@,East Carolina,24,Dowdy-Ficklen Stadium - Greenville North Carolina
834,834,15,11/30/19,,Sat,(6) Utah,45,,Colorado,15,Rice-Eccles Stadium - Salt Lake City Utah
835,835,15,11/30/19,,Sat,Utah State,38,@,New Mexico,25,Dreamstyle Stadium - Albuquerque New Mexico
836,836,15,11/30/19,,Sat,Western Kentucky,31,,Middle Tennessee State,26,Houchens Industries-L.T. Smith Stadium - Bowling Green Kentucky
837,837,15,11/30/19,,Sat,(13) Wisconsin,38,@,(9) Minnesota,17,TCF Bank Stadium - Minneapolis Minnesota
838,838,16,12/06/19,,Fri,(13) Oregon,37,,(5) Utah,15,Levi's Stadium - Santa Clara California
839,839,16,12/07/19,,Sat,(20) Appalachian State,45,,Louisiana,38,Kidd Brewer Stadium - Boone North Carolina
840,840,16,12/07/19,,Sat,(19) Boise State,31,,Hawaii,10,Albertsons Stadium - Boise Idaho
841,841,16,12/07/19,,Sat,(3) Clemson,62,,(22) Virginia,17,Bank of America Stadium - Charlotte North Carolina
842,842,16,12/07/19,,Sat,Florida Atlantic,49,,Alabama-Birmingham,6,FAU Football Stadium - Boca Raton Florida
843,843,16,12/07/19,,Sat,(1) Louisiana State,37,,(4) Georgia,10,Mercedes-Benz Stadium - Atlanta Georgia
844,844,16,12/07/19,,Sat,(16) Memphis,29,,(21) Cincinnati,24,Liberty Bowl Memorial Stadium - Memphis Tennessee
845,845,16,12/07/19,,Sat,Miami (OH),26,,Central Michigan,21,Ford Field - Detroit Michigan
846,846,16,12/07/19,,Sat,(2) Ohio State,34,,(10) Wisconsin,21,Lucas Oil Stadium - Indianapolis Indiana
847,847,16,12/07/19,,Sat,(6) Oklahoma,30,,(8) Baylor,23,AT&T Stadium - Arlington Texas
848,848,17,12/14/19,,Sat,(21) Navy,31,,Army,7,Lincoln Financial Field - Philadelphia Pennsylvania
849,849,18,12/20/19,,Fri,Buffalo,31,,Charlotte,9,Bahamas Bowl (Thomas A. Robinson Stadium - Nassau BHS)
850,850,18,12/20/19,,Fri,Kent State,51,,Utah State,41,Frisco Bowl (Toyota Stadium - Frisco Texas)
851,851,18,12/21/19,,Sat,(20) Appalachian State,31,,Alabama-Birmingham,17,New Orleans Bowl (Mercedes-Benz Superdome - New Orleans Louisiana)
852,852,18,12/21/19,,Sat,Arkansas State,34,,Florida International,26,Camellia Bowl (Cramton Bowl - Montgomery Alabama)
853,853,18,12/21/19,,Sat,Florida Atlantic,52,,Southern Methodist,28,Boca Raton Bowl (FAU Football Stadium - Boca Raton Florida)
854,854,18,12/21/19,,Sat,Liberty,23,,Georgia Southern,16,Cure Bowl (Exploria Stadium - Orlando Florida)
855,855,18,12/21/19,,Sat,San Diego State,48,,Central Michigan,11,New Mexico Bowl (Dreamstyle Stadium - Albuquerque New Mexico)
856,856,18,12/21/19,,Sat,Washington,38,,(18) Boise State,7,Las Vegas Bowl (Sam Boyd Stadium - Las Vegas Nevada)
857,857,18,12/23/19,,Mon,Central Florida,48,,Marshall,25,Gasparilla Bowl (Raymond James Stadium - Tampa Florida)
858,858,19,12/24/19,,Tue,Hawaii,38,,Brigham Young,34,Hawaii Bowl (Aloha Stadium - Honolulu Hawaii)
859,859,19,12/26/19,,Thu,Louisiana Tech,14,,Miami (FL),0,Independence Bowl (Independence Stadium - Shreveport Louisiana)
860,860,19,12/26/19,,Thu,Pittsburgh,34,,Eastern Michigan,30,Quick Lane Bowl (Ford Field - Detroit Michigan)
861,861,19,12/27/19,,Fri,(24) Air Force,31,,Washington State,21,Cheez-It Bowl (Chase Field - Phoenix Arizona)
862,862,19,12/27/19,,Fri,(19) Iowa,49,,(22) Southern California,24,Holiday Bowl (SDCCU Stadium - San Diego California)
863,863,19,12/27/19,,Fri,Michigan State,27,,Wake Forest,21,Pinstripe Bowl (Yankee Stadium - New York New York)
864,864,19,12/27/19,,Fri,North Carolina,55,,Temple,13,Military Bowl (Navy-Marine Corps Memorial Stadium - Annapolis Maryland)
865,865,19,12/27/19,,Fri,Texas A&M,24,,(25) Oklahoma State,21,Texas Bowl (NRG Stadium - Houston Texas)
866,866,19,12/28/19,,Sat,(3) Clemson,29,,(2) Ohio State,23,Fiesta Bowl (State Farm Stadium - Glendale Arizona)
867,867,19,12/28/19,,Sat,(1) Louisiana State,63,,(4) Oklahoma,28,Peach Bowl (Mercedes-Benz Stadium - Atlanta Georgia)
868,868,19,12/28/19,,Sat,(14) Notre Dame,33,,Iowa State,9,Camping World Bowl (Camping World Stadium - Orlando Florida)
869,869,19,12/28/19,,Sat,(13) Penn State,53,,(15) Memphis,39,Cotton Bowl (AT&T Stadium - Arlington Texas)
870,870,20,12/30/19,,Mon,California,35,,Illinois,20,Redbox Bowl (Levi's Stadium - Santa Clara California)
871,871,20,12/30/19,,Mon,(6) Florida,36,,Virginia,28,Orange Bowl (Hard Rock Stadium - Miami Gardens Florida)
872,872,20,12/30/19,,Mon,Louisville,38,,Mississippi State,28,Music City Bowl (Nissan Stadium - Nashville Tennessee)
873,873,20,12/30/19,,Mon,Western Kentucky,23,,Western Michigan,20,First Responder Bowl (Gerald J. Ford Stadium - Dallas Texas)
874,874,21,12/31/19,,Tue,Arizona State,20,,Florida State,14,Sun Bowl (Sun Bowl - El Paso Texas)
875,875,21,12/31/19,,Tue,Kentucky,37,,Virginia Tech,30,Belk Bowl (Bank of America Stadium - Charlotte North Carolina)
876,876,21,12/31/19,,Tue,(21) Navy,20,,Kansas State,17,Liberty Bowl (Liberty Bowl Memorial Stadium - Memphis Tennessee)
877,877,21,12/31/19,,Tue,Texas,38,,(12) Utah,10,Alamo Bowl (Alamodome - San Antonio Texas)
878,878,21,12/31/19,,Tue,Wyoming,38,,Georgia State,17,Arizona Bowl (Arizona Stadium - Tucson Arizona)
879,879,21,01/01/20,,Wed,(9) Alabama,35,,(17) Michigan,16,Citrus Bowl (Camping World Stadium - Orlando Florida)
880,880,21,01/01/20,,Wed,(5) Georgia,26,,(8) Baylor,14,Sugar Bowl (Mercedes-Benz Superdome - New Orleans Louisiana)
881,881,21,01/01/20,,Wed,(16) Minnesota,31,,(9) Auburn,24,Outback Bowl (Raymond James Stadium - Tampa Florida)
882,882,21,01/01/20,,Wed,(7) Oregon,28,,(11) Wisconsin,27,Rose Bowl (Rose Bowl - Pasadena California)
883,883,21,01/02/20,,Thu,(23) Cincinnati,38,,Boston College,6,Birmingham Bowl (Legion Field - Birmingham Alabama)
884,884,21,01/02/20,,Thu,Tennessee,23,,Indiana,22,Gator Bowl (TIAA Bank Field - Jacksonville Florida)
885,885,21,01/03/20,,Fri,Ohio,30,,Nevada,21,Famous Idaho Potato Bowl (Albertsons Stadium - Boise Idaho)
886,886,21,01/04/20,,Sat,Tulane,30,,Southern Mississippi,13,Armed Forces Bowl (Amon G. Carter Stadium - Fort Worth Texas)
887,887,21,01/06/20,,Mon,Louisiana,27,,Miami (OH),17,LendingTree Bowl (Ladd-Peebles Stadium - Mobile Alabama)
888,888,22,01/13/20,,Mon,(1) Louisiana State,42,,(3) Clemson,25,College Football Championship (Mercedes-Benz Superdome - New Orleans Louisiana)
